timestamp,station_UID,air_temp_C,wind_spd_avg_ms,prcp_type,prcp_amount_mm,road_temp_C,visibility_m,dew_pnt_C,road_surface,freezing_pnt_C,wind_spd_max_ms,wind_dir,road_grip_koef,undrgrnd_007_temp_C,undrgrnd_020_temp_C,undrgrnd_050_temp_C,undrgrnd_080_temp_C,undrgrnd_110_temp_C,undrgrnd_130_temp_C,undrgrnd_140_temp_C,undrgrnd_170_temp_C,undrgrnd_200_temp_C
2022-05-11 18:50,1166,18.8,,,,21.3,,9.29,,,,,,22.06,17.89,12.99,9.56,7.95,,6.22,5.18,6.34
2022-05-11 18:50,1164,18.7,2.5,0,0,21,2000,8.35,0.0,,4.5,225.0,0.82,,,,,,,,,
2022-05-11 18:51,308,,2.9,5,0.21,18.4,2000,9.4,0.0,,3.4,270.0,0.82,21.04,18.55,13.8,12.36,11.29,,10.02,8.99,7.88
2022-05-11 18:52,6551,16.5,6.1,1,0.3,16.6,2000,11.43,2.0,,,270.0,0.79,,,,,,,,,
2022-05-11 18:50,1208,15.7,3.2,1,0.54,16.1,2000,10.24,2.0,,6.5,315.0,0.79,19.49,16.99,14.48,13.3,,,12.4,11.13,10.13
2022-05-11 18:50,1181,16.5,3.4,0,0,,2000,9.9,1.0,,5.9,225.0,0.81,18.9,17.7,14.1,12.6,11.6,,10.5,9.6,8.8
2022-05-11 18:56,310,,3.4,0,0,21.1,2000,7.4,0.0,,4.6,225.0,0.82,,,,,,,,,
2022-05-11 19:00,1206,17.3,2.5,0,0,19.2,2000,9.7,0.0,,4.2,315.0,0.82,19.24,16.95,14.11,12.67,,,11.26,10.44,9.54
2022-05-11 18:50,1183,16.5,2,,,19.6,,10.57,0.0,,3.6,225.0,0.82,17.14,13.53,8.03,-0.4,-0.13,,36.22,-0.76,-22.13
2022-05-11 18:51,363,15.9,2.2,0,0,21.6,2000,10.8,0.0,,2.8,180.0,0.82,20.21,18.45,15.57,13.6,11.91,,10.68,9.52,9.09
2022-05-11 18:51,361,16.1,4.7,0,0,20.6,2000,9.5,0.0,,5.5,225.0,0.82,19.28,17.86,14.89,13.24,11.94,,10.57,9.6,8.91
2022-05-11 18:51,362,16.5,4.4,0,0,19.9,2000,6.6,0.0,,6,225.0,0.82,,,,,,,,,
2022-05-11 18:50,1185,,4.1,0,0,22.3,2000,6.3,0.0,,8.9,225.0,0.82,22.2,20,16.1,14.3,12.8,,11.5,10.6,9.8
2022-05-11 18:50,1209,15.3,5.1,0,0,20.8,2000,6.31,0.0,,7.7,270.0,0.82,21.08,18.72,14.91,13.33,12.13,,10.78,9.9,9.17
2022-05-11 18:50,1201,15.3,5,0,0,20.4,2000,5.5,0.0,,8.1,270.0,0.82,21.64,18.78,14.33,12.39,11.2,,10.12,9.38,8.6
2022-05-11 18:51,367,14.8,3.9,,,22.5,,5.8,0.0,,5.5,225.0,0.82,25.42,21.23,15.53,13.29,12.16,,11.07,9.87,9.02
2022-05-11 18:50,1204,14.7,3.1,0,0,20.5,2000,6.27,0.0,,5.2,225.0,0.82,,,,,,,,,
2022-05-11 18:50,1187,13.8,2.1,0,0,20.3,2000,8.63,0.0,,4.4,270.0,0.82,18.9,17,14.3,13,11.8,,11.1,10.4,9.7
2022-05-11 18:50,1101,18.4,2.9,1,0,20.4,2000,8.36,0.0,,5.8,225.0,0.82,,,,,,,,,
2022-05-11 18:50,1132,18.3,2.8,1,0.42,,2000,9.37,0.0,,8.8,270.0,0.82,22.81,19.91,14.66,12.69,11.02,,9.92,9.34,8.91
2022-05-11 18:50,1134,16.8,2.7,1,0.12,18.3,2000,9.71,0.0,,5.1,270.0,0.82,21.14,17.57,14.65,12.91,11.52,,10.51,9.82,9.23
2022-05-11 18:50,1135,16.8,1,0,0.06,19.4,2000,9.23,0.0,,2.4,225.0,0.82,21.71,19.41,15.02,12.87,11.4,,10.87,10.17,9.54
2022-05-11 18:51,306,16.8,6.5,0,0,20,2000,4.9,0.0,,9,225.0,0.82,20.69,19.2,15.67,13.81,12.14,,10.6,10.09,9.34
2022-05-11 18:51,3821,17.2,7.4,0,0,21.2,2000,8.86,0.0,,,270.0,0.82,,,,,,,,,
2022-05-11 18:50,1168,17.6,,0,0,,2000,8.18,0.0,,,,0.82,20.82,19.12,16.03,4.75,13.58,,12.32,10.95,10.31
2022-05-11 18:50,1211,18.8,2.5,,,22.5,2000,4.55,0.0,,8.7,225.0,0.82,,,,,,,,,
2022-05-11 18:51,2481,18.7,3.2,0,0,20.3,2000,8.5,0.0,,3.3,225.0,0.82,,,,,,,,,
2022-05-11 18:51,4001,18,2,1,2.46,20.5,2000,9.74,0.0,,2.2,270.0,0.82,,,,,,,,,
2022-05-11 18:50,1042,19.7,2.8,0,0,,2000,7.43,0.0,,5.2,270.0,0.82,22.25,20.27,15.84,14.3,12.65,,11.03,9.86,8.94
2022-05-11 12:50,1063,21.3,1.4,0,0,32,2000,3.48,0.0,,4.6,135.0,0.82,,,16.61,,12.91,,11.51,9.95,
2022-05-11 19:00,1262,18.8,,,,,,8.65,,,,,,,,,,,,,,
2022-05-11 18:56,413,17.9,4.8,0,0,21.7,2000,10.6,0.0,,6.6,225.0,0.82,,,,,,,,,
2022-05-11 18:56,412,18.7,4.8,5,0.37,21.3,2000,9,0.0,,5.8,270.0,0.82,,,,,,,,,
2022-05-11 19:00,1071,19.7,2.8,,,,,10.4,0.0,,6.4,225.0,0.82,20.08,18.64,15.48,13.98,,,12.86,11.67,10.38
2022-05-11 19:00,1004,18.2,1.2,,,20,,9.27,0.0,,3.8,270.0,0.82,18.56,16.91,14.2,13,11.61,,10.61,9.87,9.47
2022-05-11 18:50,1241,17,3.3,0,0,20,2000,8.57,0.0,,3.8,270.0,0.82,,,,,,,,,
2022-05-11 18:51,406,16.5,3.4,,,18.3,,9,1.0,,5.2,270.0,0.81,,,,,,,,,
2022-05-11 18:50,1125,17.9,6,0,0,19.9,2000,7.33,0.0,,9.3,270.0,0.82,20.43,18.87,15.4,13.67,12.41,,11.09,10.07,9.23
2022-05-11 18:50,1061,17.9,3.8,0,0,22.4,2000,10.75,0.0,,6.6,180.0,0.82,,,,,,,,,
2022-05-11 18:56,411,16.9,2.7,0,0.04,21.9,2000,9.6,0.0,,4.1,225.0,0.82,,,,,,,,,
2022-05-11 19:00,1143,17.2,3,,,20,,11.46,0.0,,5.3,225.0,0.82,19.43,17.89,15.08,13.86,12.63,,11.01,10.13,9.58
2022-05-11 18:51,410,17.9,1.7,,,22.6,,8.2,0.0,,2.2,225.0,0.82,,,,,,,,,
2022-05-11 18:51,401,17.9,6.6,0,0,22.1,2000,8,0.0,,8.8,315.0,0.82,,,,,,,,,
2022-05-11 18:50,1001,17.2,7.9,0,0,23.5,2000,7.81,0.0,,11.7,270.0,0.82,,,,,,,,,
2022-05-11 18:50,125,17.5,3.5,,,22.5,,6.03,0.0,,4.1,180.0,0.82,,,,,,,,,
2022-05-11 18:56,402,18.6,8,0,0,,2000,10,0.0,,9.3,225.0,0.82,19.79,17.81,14.19,12.8,11.79,,10.42,9.67,8.81
2022-05-11 18:50,1129,19.1,4.3,0,0,,2000,5.53,0.0,,9.1,225.0,0.82,21.13,18.33,15.03,13.72,12.03,,10.92,10.19,8.87
2022-05-11 18:50,1006,17.6,2.5,0,0,,2000,3.84,0.0,,7.6,315.0,0.82,,,,,,,,,
2022-05-11 18:36,2561,17.3,0.9,0,0,27.4,2000,3.28,0.0,,1,135.0,0.82,,,,,,,,,
2022-05-11 18:51,2902,16.7,2.6,0,0,26.5,2000,4.29,0.0,,2.7,270.0,0.82,,,,,,,,,
2022-05-11 18:51,414,18.1,2.6,0,0,24.5,2000,2.2,0.0,,4.7,225.0,0.82,24.76,21.06,16.46,14.94,13.19,,11.66,10.45,9.39
2022-05-11 18:50,1066,15.1,3.9,0,0,24.7,2000,4.46,0.0,,7.9,225.0,0.82,24.26,21.69,,14.35,12.13,,10.51,9.35,8.5
2022-05-11 18:51,415,14.6,2.7,0,0,23,2000,4.4,0.0,,3.1,225.0,0.82,24.96,21.35,15.93,13.93,12.22,,10.68,9.91,8.7
2022-05-11 18:51,383,14.4,1.7,1,0.16,25.3,2000,7.2,0.0,,3.3,225.0,0.82,24.43,21.58,16.59,14.58,13.39,,12.27,11.04,10.4
2022-05-11 18:50,1008,17.7,5.6,0,0,24.3,2000,4.96,0.0,,9.8,270.0,0.82,,,,,,,,,
2022-05-11 18:50,1214,18,5,0,0,24,2000,2.7,0.0,,9.3,225.0,0.82,20.13,12.59,7.24,2.24,0.61,,,-0.79,3.27
2022-05-11 18:51,316,17.7,7.5,1,0.14,20.9,2000,3.2,0.0,,9.9,225.0,0.82,,,,,,,,,
2022-05-11 18:50,1012,17.4,3,0,0,24.4,2000,4.01,0.0,,9.8,225.0,0.82,,,,,,,,,
2022-05-11 18:51,318,16.5,1.9,0,0,19.9,2000,5.1,0.0,,3.1,180.0,0.82,,,,,,,,,
2022-05-11 18:50,1901,16.2,6.8,0,0,22.1,2000,6.22,0.0,,7.4,225.0,0.82,,,,,,,,,
2022-05-11 18:50,1189,16.2,5.4,,,,2000,6.88,0.0,,8.2,225.0,0.82,,,,,,,,,
2022-05-11 18:51,390,16.7,3,,,17.5,,7.9,0.0,,4.4,270.0,0.82,,,,,,,,,
