timestamp,station_UID,air_temp_C,wind_spd_avg_ms,prcp_type,prcp_amount_mm,road_temp_C,visibility_m,dew_pnt_C,road_surface,freezing_pnt_C,wind_spd_max_ms,wind_dir,road_grip_koef,undrgrnd_007_temp_C,undrgrnd_020_temp_C,undrgrnd_050_temp_C,undrgrnd_080_temp_C,undrgrnd_110_temp_C,undrgrnd_130_temp_C,undrgrnd_140_temp_C,undrgrnd_170_temp_C,undrgrnd_200_temp_C
2021-11-01 16:20,1166,10.2,,,,7.8,,3.69,0.0,,,,0.82,9.04,8.08,8.52,9.38,10,,10.59,10.8,11.2
2021-11-01 16:20,1164,10.5,3.4,0,0,9.2,2000,3.76,0.0,,6.5,135.0,0.82,,26.12,,3,4.41,,5.56,4.01,
2021-11-01 16:06,308,,2.8,5,0.44,10.4,2000,4.5,0.0,,5.1,135.0,0.82,10.87,9.3,9.7,10.52,10.87,,11.34,11.88,12.21
2021-11-01 16:20,1208,10.4,1.5,0,0,,2000,4.1,0.0,,5.3,180.0,0.82,8.47,8.19,9.25,9.69,10.21,,10.57,11.13,11.6
2021-11-01 16:20,1181,10.8,2,0,0,9.6,2000,3.35,0.0,,4,135.0,0.82,,,,,,,,,
2021-11-01 16:24,310,,4.4,0,0,10.9,2000,1.2,0.0,,5.8,135.0,0.82,,,,,,,,,
2021-11-01 16:24,1206,10.6,2.8,0,0,10,2000,2.92,0.0,,6.5,135.0,0.82,9.94,9.51,9.85,10.79,11.26,,11.92,12.48,12.95
2021-11-01 16:20,1183,10.3,1.9,0,0,9.7,2000,3.34,0.0,,4.1,135.0,0.82,10.82,9.67,9.02,9.52,9.61,,9.15,10.44,11.34
2021-11-01 16:21,363,9.2,4.3,0,0,8.9,2000,3.7,0.0,,6.2,90.0,0.82,9.7,8.64,8.78,9.58,10.71,,11.29,11.3,11.84
2021-11-01 16:21,362,9.3,3.4,0,0,8.4,2000,2.5,0.0,,4.1,135.0,0.82,,,,,,,,,
2021-11-01 16:20,1185,,4.3,0,0,8.5,2000,3.9,0.0,,8,135.0,0.82,,,,,,,,,
2021-11-01 16:20,1209,8.1,3.7,0,0,8.2,2000,4.31,0.0,,8.8,135.0,0.82,9.38,8.94,8.95,9.85,10.3,,10.83,11.32,11.71
2021-11-01 16:20,1201,8.3,,,,,,4.69,1.0,,,135.0,0.81,,,,,,,,,
2021-11-01 16:21,367,9,4.8,,,9.4,,4.1,,,5.8,135.0,,11.44,10.25,9.81,10.22,10.9,,11.31,11.54,12.04
2021-11-01 16:20,1204,10.3,3.8,0,0,9.9,2000,3.57,0.0,,7.7,135.0,0.82,,,,,,,,,
2021-11-01 16:20,1187,10.3,5.3,0,0,10,2000,5.07,0.0,,9.4,180.0,0.82,,,,,,,,,
2021-11-01 16:20,1101,10.5,4,0,0,9.5,2000,3.3,0.0,,6.8,135.0,0.82,,,,,,,,,
2021-11-01 16:20,1132,10.6,5.1,0,0,9.8,2000,3.85,0.0,,8.5,135.0,0.82,11.13,10.08,9.95,10.88,11.38,,11.72,12.03,12.4
2021-11-01 16:20,1134,11,3.2,0,0,10,2000,3.3,0.0,,6.3,135.0,0.82,10.45,8.67,9.25,10.13,10.62,,10.94,11.23,11.45
2021-11-01 16:20,1135,11.5,2.2,0,0,10,2000,3.52,0.0,,5,90.0,0.82,10.97,9.99,9.78,10.07,10.49,,11.66,11.93,12.29
2021-11-01 16:21,306,11.1,4.7,0,0,9.8,2000,-0.6,0.0,,5.9,90.0,0.82,10.2,9.64,9.36,9.97,11,,11.14,11.76,12.04
2021-11-01 16:21,3821,11.1,3.5,0,,9.6,2000,2.4,0.0,,,180.0,0.82,,,,,,,,,
2021-11-01 16:20,1168,11,,0,0,10,2000,1.79,0.0,,,,0.82,10.33,9.47,9.21,10.02,10.5,,11,11.36,12.14
2021-11-01 16:20,1211,9.4,2.6,0,0,7.8,2000,1.31,0.0,,7,90.0,0.82,,,,,,,,,
2021-11-01 16:21,2481,9.7,4.1,0,0,9.1,2000,4.04,0.0,,4.6,90.0,0.82,,,,,,,,,
2021-11-01 16:21,4001,9.5,4.9,0,0,8.5,2000,4.69,0.0,,5.3,135.0,0.82,,,,,,,,,
2021-11-01 16:20,1042,10.4,3,0,0,,2000,4.32,0.0,,7.2,135.0,0.82,10.1,8.97,8.86,9.69,10.11,,10.4,10.6,10.65
2021-11-01 16:20,1063,10.8,3.7,0,0,6.5,2000,4.04,0.0,,7.8,135.0,0.82,,,7.65,,9.3,,10.65,11.22,
2021-11-01 16:24,1262,11.1,,,,10.2,,2.35,0.0,,,,0.82,,,,,,,,,
2021-11-01 16:23,413,10.9,2.3,0,0,10.6,2000,3.2,0.0,,3.2,135.0,0.82,,,,,,,,,
2021-11-01 15:01,412,11.2,5.4,0,0,12.7,2000,2.6,0.0,,6.4,135.0,0.82,,,,,,,,,
2021-11-01 16:24,1071,9.7,3.4,,,9.4,,3.44,0.0,,5.6,90.0,0.82,10.54,9.88,9.94,10.79,11.2,,11.82,12.23,12.61
2021-11-01 16:24,1004,8.9,2.5,,,9.1,,3.6,0.0,,5.7,135.0,0.82,9.81,9.14,9.62,10.5,10.8,,11.22,11.64,12.23
2021-11-01 16:20,1241,10.7,5.7,0,0,10,2000,3.46,0.0,,5.8,180.0,0.82,,,,,,,,,
2021-11-01 16:22,406,11.1,3.8,,,8.7,,3.7,0.0,,5,135.0,0.82,8.54,7.97,8.2,9.06,9.64,,10.47,10.83,10.87
2021-11-01 16:20,1125,10.1,3.4,0,0,8.5,2000,3.6,0.0,,6.6,135.0,0.82,8.83,8.63,8.23,9.27,10.24,,10.7,11.15,11.52
2021-11-01 16:20,1061,10,4.4,0,0,7.6,2000,4.99,0.0,,6.7,90.0,0.82,,,,,,,,,
2021-11-01 16:22,411,10.3,6.9,0,0,8.9,2000,3.2,0.0,,8.1,135.0,0.82,,,,,,,,,
2021-11-01 16:24,1143,10.4,3.9,,,10.4,,4.1,0.0,,6.8,90.0,0.82,10.93,10.02,9.76,10.63,11.06,,11.66,12.13,12.52
2021-11-01 16:22,410,,5.1,,,9.4,,2.3,0.0,,6.2,135.0,0.82,,,,,,,,,
2021-11-01 16:21,401,8.9,4.9,0,0,7.7,2000,2.9,0.0,,5.2,180.0,0.82,,,,,,,,,
2021-11-01 16:20,1001,9.5,3.6,0,0,8.3,2000,2.81,0.0,,6.1,180.0,0.82,,,,,,,,,
2021-11-01 16:20,125,8.7,2.6,,,8.4,,3.45,0.0,,2.7,135.0,0.82,,,,,,,,,
2021-11-01 16:22,402,10.1,3.6,0,0,8.6,2000,2.6,0.0,,4.2,135.0,0.82,9.93,9.34,9.52,10.26,10.7,,10.94,11.88,12.13
2021-11-01 16:20,1129,10,4.2,0,0,,2000,3.5,0.0,,5.9,135.0,0.82,9.35,8.87,9.39,10.36,10.71,,11.28,12.18,12.23
2021-11-01 16:20,1006,8.6,3.5,0,0,7,2000,3.44,0.0,,5.7,180.0,0.82,,,,,,,,,
2021-11-01 16:21,2561,9,5.3,0,0,7.7,2000,3.16,0.0,,6.1,90.0,0.82,,,,,,,,,
2021-11-01 16:21,2902,9,3.9,0,0,9.3,2000,3.64,0.0,,4.3,225.0,0.82,,,,,,,,,
2021-11-01 16:22,414,10.4,1.1,0,0,,2000,,0.0,,2.3,90.0,0.82,4.92,5.21,6.33,7.44,8.35,,9.29,10.01,10.75
2021-11-01 16:20,1066,9.1,2.8,0,0,8.8,2000,3.09,0.0,,6.8,135.0,0.82,10.16,9.61,,9.83,10.85,,11.7,12.4,12.89
2021-11-01 16:22,415,8.8,4.1,0,0,8.9,2000,3.8,0.0,,5.5,135.0,0.82,10.07,9.45,8.62,9.54,10.29,,10.71,11.46,11.54
2021-11-01 16:21,383,10.3,2.2,0,0.01,9.6,2000,4.2,0.0,,3.9,90.0,0.82,11.08,10.21,9.96,10.62,11.53,,12.07,12.32,12.99
2021-11-01 16:20,1008,9,2.9,0,0,7.7,2000,4.03,0.0,,4.3,135.0,0.82,,,,,,,,,
2021-11-01 16:20,1214,8.7,3.4,0,0,8.1,2000,2.92,0.0,,5.7,90.0,0.82,9.09,6.73,7.49,7.73,7.92,,12.74,7.99,9.25
2021-11-01 16:21,316,8.6,5.3,1,0.04,7.7,2000,4.1,0.0,,5.9,135.0,0.82,,,,,,,,,
2021-11-01 16:20,1012,8.9,2.6,0,0,9.7,2000,3.93,0.0,,5.7,135.0,0.82,8.37,,6.53,6.6,6.92,,9.12,10.2,9.88
2021-11-01 16:21,318,8.1,2.6,0,0,8.4,2000,3.4,0.0,,3.8,135.0,0.82,,,,,,,,,
2021-11-01 16:05,1901,9,5.1,0,0,8.7,2000,3.54,0.0,,5.5,90.0,0.82,,,,,,,,,
