timestamp,station_UID,air_temp_C,wind_spd_avg_ms,prcp_type,prcp_amount_mm,road_temp_C,visibility_m,dew_pnt_C,road_surface,freezing_pnt_C,wind_spd_max_ms,wind_dir,road_grip_koef,undrgrnd_007_temp_C,undrgrnd_020_temp_C,undrgrnd_050_temp_C,undrgrnd_080_temp_C,undrgrnd_110_temp_C,undrgrnd_130_temp_C,undrgrnd_140_temp_C,undrgrnd_170_temp_C,undrgrnd_200_temp_C
2021-12-29 22:05,1166,-9.8,,,,-9.8,,-11.5,1.0,,,,0.81,-9.51,-9.32,-5.69,-3.05,-1.51,,0.3,1.21,2.71
2021-12-29 22:05,1164,-9.2,3.4,0,0,-7.3,2000,-11.3,1.0,,7.6,180.0,0.81,,,,,,,,,
2021-12-29 22:06,308,,1.9,0,0,-6.8,2000,-11.3,0.0,,3,135.0,0.82,-7.19,-6.39,-2.82,-0.5,0.99,,2.94,4.74,6.1
2021-12-29 22:05,1208,-8,1.3,0,0,,2000,-10,0.0,,3.5,180.0,0.82,-5.78,-4.43,-1.57,-0.47,0.76,,1.95,3.33,4.39
2021-12-29 22:05,1181,-7.3,2.4,11,0,-6.7,2000,-10.4,1.0,,6,135.0,0.81,-5.6,-4.6,-2.1,-0.2,1.2,,2.8,4,5.6
2021-12-29 22:08,310,,4.6,0,0,-5.9,2000,-10.8,1.0,,5.4,135.0,0.82,,,,,,,,,
2021-12-29 22:08,1206,-7.1,2.3,10,0,-6.2,2000,-9.7,1.0,,4.9,135.0,0.81,-5.47,-3.42,-1.1,0.75,2.13,,3.61,5.02,6.06
2021-12-29 22:05,1183,-7.2,3.1,10,0,-5.7,2000,-8.9,1.0,,6.2,180.0,0.81,-4.69,-3.69,-1.33,-0.18,0.7,,0.8,2.93,4.52
2021-12-29 22:06,363,-7.2,4.1,0,0.02,-6.3,2000,-8.6,1.0,,4.8,90.0,0.8,-6.12,-5.87,-3.5,-0.94,1.92,,3.61,4.31,5.5
2021-12-29 22:06,361,-6.7,4.2,0,0,,2000,-8.5,1.0,,4.8,135.0,0.74,-6.04,-5.31,-3.53,-1.09,0.56,,2.03,3.6,4.77
2021-12-29 22:06,362,-5.9,3.3,0,0,-5.8,2000,-9.3,1.0,,4.5,135.0,0.82,,,,,,,,,
2021-12-29 22:05,1185,,4.9,0,0,-5.7,2000,-7.4,1.0,,7.2,135.0,0.81,-5.5,-4.9,-3,-0.7,0.6,,1.8,2.9,4.1
2021-12-29 22:05,1209,-6.5,3.8,0,0,-5.9,2000,-8.6,1.0,,7.7,180.0,0.81,-5.24,-4.59,-2.38,-0.12,1.13,,2.46,3.64,4.66
2021-12-29 22:05,1201,-6.3,4.3,0,0,-5.5,2000,-38.2,1.0,,5.7,180.0,0.81,-5.54,-4.6,-2.26,-0.32,1.62,,2.9,4.16,5.33
