timestamp,station_UID,air_temp_C,wind_spd_avg_ms,prcp_type,prcp_amount_mm,road_temp_C,visibility_m,dew_pnt_C,road_surface,freezing_pnt_C,wind_spd_max_ms,wind_dir,road_grip_koef,undrgrnd_007_temp_C,undrgrnd_020_temp_C,undrgrnd_050_temp_C,undrgrnd_080_temp_C,undrgrnd_110_temp_C,undrgrnd_130_temp_C,undrgrnd_140_temp_C,undrgrnd_170_temp_C,undrgrnd_200_temp_C
2022-04-07 21:20,1166,10.5,,,,10,,6.45,,,,,,10.8,7.15,1.61,-0.75,-1.71,,-1.41,-0.48,1.92
2022-04-07 21:20,1164,11.1,3.3,0,0,11.2,2000,5.42,0.0,,5.8,180.0,0.82,,,,,,,,,
2022-04-07 21:21,308,,2.3,0,0,11.7,2000,4.4,0.0,,3.4,135.0,0.82,13.05,11.57,6.39,5.5,5.4,,5.46,5.51,5.28
2022-04-07 21:07,6551,11.2,3.2,0,0,10.9,2000,3.96,0.0,,,135.0,0.82,,,,,,,,,
2022-04-07 21:20,1208,10.8,1,0,0,10.7,2000,2.87,0.0,,2.7,180.0,0.82,11.79,9.51,6.53,5.68,5.66,,5.49,5.49,5.49
2022-04-07 21:20,1181,10.1,0.9,0,0,,2000,4.25,0.0,,1.9,135.0,0.82,11.1,10.5,7,5.7,5.5,,5.5,5.6,5.7
2022-04-07 21:21,310,,4.2,0,0,11.1,2000,2.6,0.0,,5.6,135.0,0.82,,,,,,,,,
2022-04-07 21:21,1206,11,2.2,0,0,11,2000,4.45,0.0,,5,135.0,0.82,10.51,9.63,6.46,5.68,5.4,,5.55,5.65,5.68
2022-04-07 21:20,1183,10.9,3.7,,,10.3,,4.36,0.0,,6.3,180.0,0.82,40.74,35.62,26.18,20.45,15.46,,12.9,8.55,
2022-04-07 21:21,363,9.4,4.2,0,0,8.7,2000,4.2,0.0,,4.5,135.0,0.82,10.53,9.52,6.81,5.49,5.64,,5.78,5.5,5.81
2022-04-07 21:21,361,,6.9,0,0,9.2,2000,4.4,0.0,,8,180.0,0.82,9.58,8.99,6.3,5.32,5.15,,5.07,5.23,5.35
2022-04-07 21:21,362,11.2,5.4,0,0,9.4,2000,2.6,0.0,,6.9,180.0,0.82,,,,,,,,,
2022-04-07 21:20,1185,,5.3,0,0,9.3,2000,3.9,0.0,,7.5,135.0,0.82,10.2,9.8,6.6,5.6,5.5,,5.5,5.7,5.8
2022-04-07 21:20,1209,11,4.5,0,0,9.9,2000,4.23,0.0,,8.4,180.0,0.82,9.68,8.73,5.92,5.23,5.21,,5.35,5.52,5.62
2022-04-07 21:20,1201,11.6,7.8,0,0,10.1,2000,4.8,0.0,,12.1,180.0,0.82,10.05,9.02,5.38,4.53,4.93,,5.13,5.36,5.48
2022-04-07 21:21,367,11.5,5.4,,,9.9,,4.5,0.0,,8.2,180.0,0.82,10.61,9.53,6.22,5.2,5.45,,5.58,5.52,5.69
2022-04-07 21:20,1204,12.8,5.6,0,0,10.8,2000,4.24,0.0,,10.6,180.0,0.82,,,,,,,,,
2022-04-07 20:50,1187,12.5,4.9,0,0,,2000,5.18,0.0,,8.8,225.0,0.82,9.2,8,6.1,6,6.1,,6.2,6.3,6.6
2022-04-07 13:05,1101,12,4.6,0,0,20.4,2000,6.28,0.0,,7.9,180.0,0.82,,,,,,,,,
2022-04-07 21:20,1132,11.5,3.5,0,0,,2000,3.77,0.0,,6.5,180.0,0.82,12.81,11.45,6.85,5.75,5.48,,5.5,5.6,5.72
2022-04-07 21:20,1134,10.8,3.1,0,0,8.4,2000,4.7,1.0,,4.6,180.0,0.81,11.95,9.46,6.64,5.69,5.57,,5.62,5.67,5.62
2022-04-07 21:20,1135,11.3,1.8,0,0,9.5,2000,5.18,1.0,,3.7,135.0,0.81,12.66,11.31,6.64,4.94,4.64,,5.31,5.3,5.27
2022-04-07 21:21,306,11.8,4,0,0,8.9,2000,1.2,0.0,,5.1,135.0,0.82,9.28,8.94,6.6,5.32,5.38,,5.11,5.45,5.42
